id,Class,BreedCount,Eyes,specialGenes,Ears,specialGenes,Back,specialGenes,Mouth,specialGenes,Horn,specialGenes,Tail,specialGenes,Date,Price,PriceUSD
815809,Bird,4,eyes-mavis,,ears-owl,,back-pigeon-post,,mouth-little-owl,,horn-eggshell,,tail-the-last-one,,2024-01-06 16:09:51,0.002409999999,5.41755949775205
4402280,Beast,2,eyes-zeal,,ears-seaslug,,back-ronin,,mouth-goda,,horn-babylonia,,tail-cottontail,,2024-01-06 16:09:51,0.00165,3.7091175
9480592,Bug,4,eyes-telescope,,ears-ear-breathing,,back-sandal,,mouth-pincer,,horn-parasite,,tail-fish-snack,,2024-01-06 16:09:42,0.0048,10.79016
11929140,Reptile,2,eyes-cucumber-slice,,ears-small-frill,,back-green-thorns,,mouth-tiny-turtle,,horn-watermelon,,tail-gila,,2024-01-06 16:09:27,0.0075,16.859625
885840,Plant,2,eyes-confused,,ears-innocent-lamb,,back-pumpkin,,mouth-toothless-bite,,horn-cuckoo,,tail-snake-jar,,2024-01-06 16:09:18,0.003,6.74385
10814532,Bug,4,eyes-kotaro,,ears-inkling,,back-scarab,,mouth-pincer,,horn-parasite,,tail-fish-snack,,2024-01-06 16:09:12,0.0045,10.115775
11183580,Aquatic,0,eyes-telescope,,ears-bubblemaker,,back-spiky-wing,,mouth-mosquito,,horn-pocky,,tail-koi,,2024-01-06 16:09:00,0.003799694341229434,8.541522894366706
4032500,Aquatic,4,eyes-sleepless,,ears-inkling,,back-perch,,mouth-risky-fish,,horn-oranda,,tail-nimo,,2024-01-06 16:08:42,0.00175,3.9339125
2169434,Beast,1,eyes-chubby,,ears-nut-cracker,,back-ronin,,mouth-herbivore,,horn-imp,,tail-nut-cracker,,2024-01-06 16:08:39,0.001375,3.09093125
4503105,Bug,4,eyes-puppy,,ears-small-frill,,back-watering-can,,mouth-silence-whisper,,horn-caterpillars,,tail-gravel-ant,,2024-01-06 16:08:36,0.001874675326266392,4.214176399680536
2489351,Aquatic,3,eyes-clear,,ears-inkling,,back-goldfish,,mouth-risky-fish,,horn-shoal-star,,tail-nimo,,2024-01-06 16:08:09,0.001544422989967699,3.471785660297889
9353739,Aquatic,3,eyes-gero,,ears-inkling,,back-anemone,,mouth-goda,,horn-anemone,,tail-nimo,,2024-01-06 16:08:06,0.0016,3.59672
11929999,Bird,4,eyes-sleepless,,ears-seaslug,,back-sandal,,mouth-lam,,horn-anemone,,tail-nimo,,2024-01-06 16:08:06,0.01052782175925926,23.66601692372685
11943639,Mech,3,eyes-sleepless,,ears-nimo,,back-sandal,,mouth-square-teeth,,horn-babylonia-2,,tail-nimo,,2024-01-06 16:07:39,0.02449,55.0522955
5525337,Aquatic,2,eyes-clear,,ears-inkling,,back-goldfish,,mouth-risky-fish,,horn-oranda,,tail-koi,,2024-01-06 16:07:33,0.001569521846064815,3.528206633861401
3637445,Aquatic,0,eyes-clear,,ears-peace-maker,,back-scarab,,mouth-risky-fish,,horn-teal-shell,,tail-hare,,2024-01-06 16:07:21,0.0025,5.619875
11712823,Dusk,4,eyes-neo,,ears-inkling,,back-garish-worm,,mouth-doubletalk,,horn-parasite,,tail-tadpole,,2024-01-06 16:06:36,0.009,20.23155
6305531,Bird,1,eyes-clear,,ears-clover,,back-pigeon-post,,mouth-little-owl,,horn-eggshell,,tail-nimo,,2024-01-06 16:06:18,0.0019899,4.473195705
11950363,Bug,3,eyes-sleepless,,ears-nimo,,back-sandal,,mouth-axie-kiss,,horn-babylonia,,tail-nimo,,2024-01-06 16:06:00,0.01191511574074074,26.784584429398148
11490036,Beast,0,eyes-chubby,,ears-inkling,,back-sandal,,mouth-confident,,horn-little-branch,,tail-gerbil,,2024-01-06 16:05:57,0.006568501265569224,14.76566241993634
3207358,Reptile,3,eyes-tricky,,ears-sidebarb,,back-bone-sail,,mouth-tiny-turtle,,horn-incisor,,tail-wall-gecko,,2024-01-06 16:05:54,0.002166,4.8690597
1178314,Beast,3,eyes-chubby,,ears-nyan,,back-ronin,,mouth-goda,,horn-imp,,tail-cottontail,,2024-01-06 16:05:54,0.00164,3.686638
25754,Bird,5,eyes-zeal,,ears-sidebarb,,back-anemone,,mouth-doubletalk,,horn-rose-bud,,tail-hare,,2024-01-06 16:05:42,0.0015,3.371925
2411880,Plant,2,eyes-papi,,ears-sakura,,back-sandal,,mouth-zigzag,,horn-rose-bud,,tail-feather-fan,,2024-01-06 16:05:18,0.001500796743033713,3.373716038502635
1435143,Beast,2,eyes-chubby,,ears-inkling,,back-ronin,,mouth-goda,,horn-imp,,tail-nut-cracker,,2024-01-06 16:05:09,0.00164,3.686638
6063377,Bird,5,eyes-mavis,,ears-owl,,back-pigeon-post,,mouth-doubletalk,,horn-eggshell,,tail-post-fight,,2024-01-06 16:05:06,0.0015,3.371925
11947629,Bird,2,eyes-papi,,ears-nimo,,back-sandal,,mouth-piranha,,horn-babylonia,,tail-nimo,,2024-01-06 16:24:12,0.0045,10.115775
11863265,Dusk,4,eyes-neo,,ears-inkling,,back-raven,,mouth-doubletalk,,horn-shoal-star,,tail-cottontail,,2024-01-06 16:24:12,0.011,24.72745
